,Unnamed: 0,sent1,sent2,similarity,pool_DSBERT,pool_CBERT,cls_DSBERT,cls_CBERT,predicted_MINILM
8511,8511,A boy in a white t-shirt is splashing in shallow water,A boy is running through the sea at the beach,0.575,0.92757225,0.8915322,0.95248187,0.9200939,"(0.6929509, 0.4030231)"
8512,8512,Two football players are scrambling for the ball on the court,Two basketball players are scrambling for the ball on the court,0.5,0.9956198,0.9953955,0.99728036,0.99696755,"(0.8853983, 0.8494029)"
8513,8513,A basketball player is on the court floor and another one is grabbing the ball,A basketball player is on the court floor and the ball is being grabbed by another one,0.975,0.9833623,0.9851125,0.9726311,0.96498954,"(0.9864801, 0.9507096)"
8514,8514,There is no basketball player on the court floor and no one is grabbing the ball,Two basketball players are scrambling for the ball on the court,0.625,0.9501152,0.9456997,0.93537015,0.93974674,"(0.8642248, 0.49991897)"
8515,8515,Two football players are scrambling for the ball on the court,A basketball player is on the court floor and another one is grabbing the ball,0.375,0.9475628,0.9506966,0.9211846,0.96065557,"(0.7876507, 0.58567643)"
8516,8516,The black llama is curiously looking at the white dogs,The white dogs are looking curiously at the black llama,0.7749999999999999,0.9840193,0.98025715,0.977341,0.97601306,"(0.98686653, 0.9522471)"
8517,8517,A black sheep is standing near three white dogs,A black sheep is standing close to three white dogs,0.95,0.99055356,0.9900142,0.9944881,0.9909026,"(0.9946704, 0.9872836)"
8518,8518,The white dogs are looking curiously at the black llama,A black sheep is standing close to three white dogs,0.4499999999999999,0.93115103,0.9328465,0.9412547,0.9468074,"(0.7548374, 0.468083)"
8519,8519,A black sheep is standing far from three white dogs,The white dogs are looking curiously at the black llama,0.2249999999999999,0.9134457,0.92324126,0.9311701,0.9390826,"(0.7646899, 0.4686277)"
8520,8520,The white dogs are looking curiously at the black llama,A black sheep is standing near three white dogs,0.5,0.9305007,0.9320204,0.9429678,0.94003767,"(0.75667274, 0.47383368)"
8521,8521,Two poodles are in the snow and one is jumping high,Two poodles are in the snow and one is jumping,0.8500000000000001,0.9883719,0.98777175,0.975973,0.97190785,"(0.98333466, 0.9679991)"
8522,8522,Two poodles are in the snow and one is lying down,Two poodles are in the snow and one is jumping high,0.725,0.9753221,0.9767443,0.9596534,0.9676878,"(0.9298561, 0.78198504)"
8523,8523,A grey dog is jumping toward a black and white dog in the soft snow,Two poodles are in the snow and one is jumping high,0.475,0.9372662,0.92896324,0.9345834,0.9246342,"(0.7580959, 0.61362803)"
8524,8524,Two poodles are in the snow and one is jumping high,A grey dog is jumping toward a black and white dog in the water,0.475,0.92811424,0.9249829,0.9288,0.9270483,"(0.6540218, 0.48407868)"
8525,8525,Two poodles are in the snow and one is jumping high,A grey dog is jumping toward a black and white dog in the snow,0.675,0.93433654,0.9354885,0.92875975,0.92771935,"(0.75170577, 0.61224866)"
8526,8526,The man surrounded by photographers is wearing a gray suit and glasses,The man surrounded by men with a camera is wearing a gray suit and glasses,0.8500000000000001,0.9885578,0.98902303,0.99337125,0.9955241,"(0.9361468, 0.8736303)"
8527,8527,A photographer is being surrounded by men,A man in a suit is being surrounded by photographers,0.525,0.941349,0.94872975,0.94272614,0.94951105,"(0.83780175, 0.7269133)"
8528,8528,A man in a elegant dress is being surrounded by photographers,The man surrounded by photographers is wearing a gray suit and glasses,0.575,0.9404204,0.94129336,0.9396792,0.92611057,"(0.77424836, 0.64199126)"
8529,8529,The man surrounded by photographers is wearing a gray suit and glasses,A man in a suit is not being surrounded by photographers,0.65,0.9141706,0.92040205,0.93776196,0.8888701,"(0.8364694, 0.66812384)"
8530,8530,The man surrounded by men with a camera is wearing a gray suit and glasses,A man in a suit is being surrounded by photographers,0.75,0.9175966,0.9363004,0.9295394,0.9220747,"(0.81234324, 0.70827246)"
8531,8531,The woman surrounded by photographers is wearing a gray suit and glasses,A man in a suit is being surrounded by photographers,0.39125,0.9151588,0.9311559,0.92336494,0.9255371,"(0.8105894, 0.5882693)"
8532,8532,Children in swimming suits are not playing in the water,Children in swimming suits are playing in the water,0.8,0.98912543,0.9923814,0.9907524,0.9932506,"(0.96001804, 0.8416596)"
8533,8533,The kids are wearing bathing suits and water is splashing around,The kids are not wearing suits and water is splashing around,0.8500000000000001,0.9873981,0.9884664,0.99289536,0.98886,"(0.91763747, 0.79158926)"
8534,8534,Children in swimming suits are playing in the water,The boys are wearing bathing suits and water is splashing around,0.75,0.8918768,0.9097235,0.89088446,0.8665747,"(0.84087306, 0.63898873)"
8535,8535,Children in swimming suits are playing in the pool,The kids are wearing bathing suits and water is splashing around,0.75,0.8850932,0.9071099,0.8905523,0.8893393,"(0.83333063, 0.67737937)"
8536,8536,Children in swimming suits are not playing in the water,The kids are wearing bathing suits and water is splashing around,0.525,0.8983081,0.9212402,0.9015356,0.89528245,"(0.8464939, 0.6311815)"
8537,8537,People are dangling from straps and kicking at each other,Nobody is dangling from straps and kicking at each other,0.69625,0.9842725,0.984822,0.9758239,0.94584316,"(0.92433405, 0.76153433)"
8538,8538,A girl is hanging by gymnastic ropes,People are dangling from straps and kicking at each other,0.25,0.8763851,0.88641655,0.9218172,0.9060995,"(0.63299745, 0.19923434)"
8539,8539,A blonde man is hanging by gymnastic ropes,People are dangling from straps and kicking at each other,0.275,0.8848376,0.87440985,0.9173916,0.87791437,"(0.6297559, 0.22610833)"
8540,8540,A man dressed in black and white is holding up the tennis racket and is waiting for the ball,A player dressed in black and white is holding up the tennis racket and is waiting for the ball,0.8500000000000001,0.9933776,0.9923013,0.99045193,0.9904719,"(0.97815347, 0.93506014)"
8541,8541,A tennis player in mid game is holding a racquet,A racquet is being held by a tennis player in mid game,0.95,0.97494966,0.9759557,0.95818675,0.96109384,"(0.99164265, 0.9620464)"
8542,8542,A man dressed in black and white is holding up the tennis racket and is waiting for the ball,A racquet is being held by a tennis player in mid game,0.7,0.90557194,0.93398786,0.9257877,0.9524049,"(0.8426482, 0.6492286)"
8543,8543,A man dressed in black and white is holding up the tennis racket and is waiting for the ball,A tennis player in mid game is holding a racquet,0.75,0.9059933,0.9282673,0.9358789,0.94266593,"(0.84007335, 0.66999304)"
8544,8544,A brown and white dog is playing on the grass,A brown and white dog is playing on the lawn,0.925,0.992461,0.99016905,0.9928348,0.98888224,"(0.95493364, 0.93842393)"
8545,8545,A dog is playing on the green grass,A brown and white cat is playing on the grass,0.575,0.9648106,0.96201265,0.9698609,0.9751291,"(0.7125898, 0.49875546)"
8546,8546,A brown and white dog is playing on the grass,A dog is playing in the green field,0.65,0.95886374,0.9596457,0.9663477,0.96882695,"(0.73383623, 0.5820576)"
8547,8547,A tan skinned kid is looking at the camera,A tan skinned child is looking at the camera,0.95,0.990989,0.98166716,0.9935783,0.98146033,"(0.9881288, 0.9723597)"
8548,8548,There is no tan skinned child looking at the camera,A tan skinned child is looking at the camera,0.675,0.97586834,0.97608036,0.97524834,0.9474468,"(0.95422196, 0.7891233)"
8549,8549,A little boy with a bib is not watching the camera,A little boy with a bib is watching the camera,0.7,0.9940636,0.99385095,0.991053,0.9913347,"(0.9778708, 0.86632526)"
8550,8550,A young boy with a bib is watching the camera,A tan skinned child is looking at the camera,0.7749999999999999,0.9563485,0.93866146,0.96823657,0.9509022,"(0.71065974, 0.53711)"
8551,8551,A young boy in the blue shirt is jumping into the water,The young boy in the blue shirt is jumping into the water,0.975,0.9934263,0.9949322,0.986637,0.9876403,"(0.9987408, 0.99278104)"
8552,8552,The young boy in the blue shirt is not jumping into the water,The young boy in the blue shirt is jumping into the water,0.725,0.9937583,0.99415666,0.99007493,0.9914974,"(0.9731908, 0.8558137)"
8553,8553,A young boy is diving into a still lake,A young boy is jumping into a still lake,1.0,0.98097354,0.9813539,0.9862398,0.98691976,"(0.9504155, 0.87187123)"
8554,8554,A young girl is jumping into a still lake,A young boy is jumping into a still lake,0.625,0.9914162,0.9949563,0.99071753,0.99522996,"(0.92055684, 0.7861564)"
8555,8555,The young boy in the blue shirt is jumping into the water,A young boy is diving into a still lake,0.75,0.92504275,0.9126525,0.94226605,0.9138212,"(0.731061, 0.5832226)"
8556,8556,A young boy is jumping into a still lake,The young boy in the blue shirt is not jumping into the water,0.575,0.9409707,0.9200112,0.9521052,0.9129049,"(0.7400956, 0.5918478)"
8557,8557,Two people are carrying colorful baskets and blankets and walking near a building,Two people are carrying gray baskets and blankets and walking near a building,0.625,0.9940916,0.99564695,0.99744666,0.99645996,"(0.92488587, 0.92725605)"
8558,8558,Two people are sitting with laden baskets and blankets,Two people are walking with laden baskets and blankets,0.8,0.98984164,0.99187315,0.9921304,0.9927863,"(0.96962, 0.80584526)"
8559,8559,Two people are carrying colorful baskets and blankets and walking near a building,Two people are walking with laden baskets and colorful blankets,0.825,0.95927787,0.97688425,0.9621765,0.9619708,"(0.89997554, 0.8547002)"
8560,8560,A young girl is sitting in a swimsuit,A young girl is sitting in swimming gear,0.875,0.9704131,0.96518236,0.970999,0.9756979,"(0.89465594, 0.8667137)"
8561,8561,"A young boy is wearing a blue patterned swim suit, a black and yellow swim cap and has blue swim goggles on her head","A young girl is wearing a blue patterned swim suit, a black and yellow swim cap and has blue swimming goggles on her head",0.725,0.99804455,0.9977431,0.997596,0.9973785,"(0.9723489, 0.8777658)"
8562,8562,"A little girl is wearing a blue patterned swim suit, a black and yellow swim cap and has blue swimming goggles on the head",A young girl is sitting in swimming gear,0.7962499999999999,0.91353846,0.91809577,0.94743353,0.9488102,"(0.7676892, 0.53106475)"
8563,8563,"A young boy is wearing a blue patterned swim suit, a black and yellow swim cap and has blue swim goggles on her head",A young girl is sitting in swimming gear,0.475,0.9115268,0.9197596,0.9451267,0.94076794,"(0.76878977, 0.46137464)"
8564,8564,A dog is running on a snowy road,A dog is running on a snowy path,0.875,0.99009824,0.98471975,0.99068296,0.9811853,"(0.9596181, 0.9106267)"
8565,8565,A dog is running on a muddy path,A dog is running on a snowy path,0.625,0.9834065,0.9713475,0.99203414,0.9829884,"(0.69899344, 0.61759186)"
8566,8566,A brown dog is running through a snowy trail,A white dog is running through a snowy trail,0.6,0.9971986,0.99211633,0.9979153,0.99389887,"(0.83047414, 0.74585295)"
8567,8567,A brown dog is running through a snowy path,A dog is running on a snowy path,0.875,0.9805676,0.9764373,0.9832973,0.97757965,"(0.9137527, 0.85486764)"
8568,8568,A white dog is running through a snowy trail,A dog is running on a snowy path,0.825,0.9812758,0.9786886,0.98062474,0.98257095,"(0.873209, 0.7890625)"
8569,8569,A dog is running on a muddy path,A brown dog is running through a snowy trail,0.6,0.9715945,0.9552599,0.97749066,0.970742,"(0.66492677, 0.48034114)"
8570,8570,A brown dog is running through a snowy trail,A dog is running on a snowy path,0.75,0.9785235,0.9782152,0.9804763,0.9807836,"(0.8622903, 0.7752845)"
8571,8571,Two boys in white outfits and red protective gear are sparring on a mat,Two children in white outfits and red protective gear are sparring on a mat,0.825,0.9935224,0.9931996,0.99056715,0.9903406,"(0.97187877, 0.9057489)"
8572,8572,Two boys are doing martial arts on a green mat,Two boys are doing martial arts on a blue mat,0.725,0.9969418,0.99532557,0.99875236,0.99742544,"(0.8332606, 0.8772426)"
8573,8573,Two kids are doing martial arts on a blue mat,Two children in white outfits and red protective gear are sparring on a mat,0.7,0.9322476,0.93105626,0.95846194,0.93435216,"(0.7821483, 0.7373339)"
8574,8574,Two boys are doing martial arts on a blue mat,Two boys in white outfits and red protective gear are sparring on a mat,0.6,0.9365571,0.93694013,0.96634305,0.9460125,"(0.79360783, 0.74053967)"
8575,8575,A black and white dog is playing with a broken volleyball,A black and white dog is playing with a broken ball,0.875,0.98876107,0.98373884,0.9836112,0.9828773,"(0.8731843, 0.85101086)"
8576,8576,A black and white dog is playing with a frisbee in a brown field,A black and white dog is playing with a broken volleyball,0.65,0.9708185,0.96755946,0.972274,0.9674364,"(0.6543502, 0.5058496)"
8577,8577,A black and white dog is playing with a tattered volleyball in a brown field,A black and white dog is playing with a broken volleyball,0.825,0.96795976,0.97321606,0.96860546,0.97207975,"(0.87435365, 0.7834623)"
8578,8578,A young boy in a helmet is riding a bike on the road,A bike is ridden on the road by a young boy in a helmet ,0.975,0.96982884,0.97487193,0.955977,0.965611,"(0.9804253, 0.85981226)"
8579,8579,A young boy in a helmet is riding a bike on the lawn,A young boy in a helmet is riding a bike on the road,0.625,0.99272746,0.991542,0.994236,0.9840112,"(0.9049406, 0.844316)"
8580,8580,The little boy is riding a bicycle in a race,A bicycle is being ridden by the little boy in a race,0.95,0.9670992,0.9837157,0.96396995,0.9813416,"(0.9866129, 0.9136378)"
8581,8581,The little boy is riding a bicycle in a race,The little girl is riding a bicycle in a race,0.65,0.9928329,0.9973016,0.9956286,0.9959837,"(0.94156957, 0.7752193)"
8582,8582,A bicycle is being ridden by the little boy in a race,A young boy in a helmet is riding a bike on the road,0.65,0.9531778,0.9638718,0.94019747,0.96405715,"(0.7635284, 0.5413292)"
8583,8583,A young boy in a helmet is riding a bike on the road,The little girl is riding a bicycle in a race,0.5,0.9546931,0.9615722,0.96256113,0.9537608,"(0.688918, 0.34345025)"
8584,8584,A woman is being smeared with brown substance and a blurry crowd is in the background,A topless woman is being covered in mud,0.6,0.8997302,0.88927555,0.9225749,0.9146285,"(0.6614588, 0.32894596)"
8585,8585,A topless woman is being smeared with brown substance and a nobody is in the background,A topless woman is being covered in mud,0.75,0.93781,0.918519,0.9546425,0.9361012,"(0.7699291, 0.55968946)"
8586,8586,A topless woman is being covered in mud,A topless woman is being smeared with a brown substance and a blurry crowd is in the background,0.7,0.920915,0.904037,0.9374999,0.91570836,"(0.7603908, 0.53468263)"
8587,8587,Two boys and a man are playing games at an arcade,Two kids and a man are playing games at an arcade,0.8999999999999999,0.9835295,0.9930573,0.9887439,0.9931554,"(0.97520506, 0.92938155)"
8588,8588,Two kids and a man are playing games at an arcade,Two kids and a woman are playing games at an arcade,0.675,0.99548197,0.9935913,0.9978961,0.9978088,"(0.94658655, 0.86290634)"
8589,8589,A family is not purchasing something at a vending machine,A family is purchasing something at the vending machine,0.7,0.98549706,0.98648435,0.9834373,0.98824525,"(0.97775, 0.8397381)"
8590,8590,A female cheerleader is jumping on the knee of a male cheerleader,A female cheerleader is sitting on the knee of a male cheerleader,0.645,0.9876499,0.98363036,0.9915302,0.974725,"(0.96216166, 0.8476572)"
8591,8591,Some cheerleaders are taking a break,Some cheerleaders are relaxing,0.8625,0.9629971,0.96427006,0.974074,0.9720713,"(0.9398235, 0.82839537)"
8592,8592,Some cheerleaders are taking a break,Some cheerleaders are dancing,0.7,0.95574075,0.9537838,0.96234834,0.9580147,"(0.9086877, 0.724777)"
8593,8593,Some cheerleaders are taking a break,A female cheerleader is sitting on the knee of a man,0.475,0.89918476,0.864478,0.8942101,0.74096465,"(0.84713787, 0.49391872)"
8594,8594,A female cheerleader is sitting on the knee of a male cheerleader,Some cheerleaders are taking a break,0.625,0.90431637,0.8934779,0.89058816,0.836987,"(0.85065365, 0.52354294)"
8595,8595,A group of people is holding drinks and pointing at the camera,Drinks are being held by people pointing at the camera,0.95,0.9475008,0.962829,0.9234772,0.9127859,"(0.98066664, 0.9239247)"
8596,8596,Several young people are posing for a photo and holding beers,Several young people are posing for a photo and holding drinks,0.875,0.9938489,0.993757,0.9943543,0.9899874,"(0.85656744, 0.9046304)"
8597,8597,Several young people are posing for a photo and holding beers,Several old people are posing for a photo and holding beers,0.56625,0.99454856,0.99283296,0.9951831,0.99612343,"(0.95844555, 0.8823954)"
8598,8598,Several young people are posing for a photo and holding beers,A group of people is holding food and pointing at the camera,0.575,0.89470315,0.9137361,0.91569734,0.90649295,"(0.5604164, 0.48731202)"
8599,8599,A girl with red hair and red eyebrows is talking,A girl with red hair and red eyebrows is in midspeech,0.8999999999999999,0.9431411,0.9651434,0.93975675,0.9606782,"(0.93537545, 0.7994653)"
8600,8600,A girl with red hair and red eyebrows is in midspeech,"The girl has red hair and eyebrows, several piercings in a ear and a tattoo on the back",0.6,0.934554,0.9380612,0.9213878,0.9009238,"(0.890326, 0.7575151)"
8601,8601,A woman in blue has a yellow ball in the mitt,A woman in blue has a yellow ball in the hand,0.7,0.97395027,0.97535974,0.9635626,0.9415798,"(0.9039599, 0.867504)"
8602,8602,The girl in blue is chasing the base runner with a number on the jersey,The girl in blue is chasing the player with a number on the jersey,0.8500000000000001,0.98115027,0.9832874,0.98877126,0.98875195,"(0.95088464, 0.92032456)"
8603,8603,The girl in blue is chasing the base runner with a number on the jersey,A man in blue has a yellow ball in the mitt,0.425,0.911412,0.9096233,0.93161803,0.8384949,"(0.58096766, 0.1789487)"
8604,8604,The young man is not rock climbing,The young man is rock climbing,0.8,0.9819208,0.97024655,0.98336244,0.97392774,"(0.9563823, 0.8344017)"
8605,8605,A man in a purple hat is climbing a rocky wall with bare hands,A rocky wall is climbed by a man in a purple hat with bare hands,0.975,0.98218554,0.9745629,0.9635543,0.97175896,"(0.980009, 0.90721923)"
8606,8606,A man in a purple hat isn't climbing a rocky wall with bare hands,A man in a purple hat is climbing a rocky wall with bare hands,0.65,0.9798624,0.97547746,0.98240376,0.98731107,"(0.98544675, 0.9193807)"
8607,8607,A rocky wall is climbed by a man in a purple hat with bare hands,The young man is rock climbing,0.8,0.9104531,0.91099024,0.9305569,0.9009745,"(0.6949146, 0.35790756)"
8608,8608,A man in a purple hat isn't climbing a rocky wall with bare hands,The young man is rock climbing,0.4499999999999999,0.89671755,0.9240016,0.9267988,0.92193025,"(0.7151972, 0.38134572)"
8609,8609,A man in a purple hat is climbing a rocky wall with bare hands,The young man is not rock climbing,0.575,0.9186375,0.90391827,0.94908345,0.8844326,"(0.73976135, 0.45917356)"
8610,8610,A man in a purple hat is climbing a rocky wall with bare hands,The young man is rock climbing,0.675,0.9157257,0.93018186,0.941123,0.91982555,"(0.7156695, 0.4305102)"
8611,8611,A blond woman is sitting on the roof of a yellow vehicle and two people are inside,A woman with blond hair is sitting on the roof of a yellow vehicle and two people are inside,0.875,0.98972344,0.9891676,0.9839889,0.9918711,"(0.9950857, 0.9805629)"
8612,8612,Two people are driving a jeep and a lady is sitting on the top of it,A blond woman is sitting on the roof of a yellow vehicle and two people are outside,0.375,0.95421106,0.93937916,0.9304412,0.91190916,"(0.68522, 0.5147152)"
8613,8613,A large brown cat is jumping over a red hurdle,A large brown dog is jumping over a red hurdle,0.6,0.981565,0.96354634,0.98561513,0.94426155,"(0.8643908, 0.7857077)"
8614,8614,"A brown and white dog is jumping over a red, yellow and white hurdle","A brown and white dog is passing under a red, yellow and white hurdle",0.7749999999999999,0.988876,0.9782953,0.9862275,0.9587773,"(0.9774904, 0.86726785)"
8615,8615,"A brown and white dog is passing under a red, yellow and white hurdle",A large brown dog is jumping over a red hurdle,0.525,0.9324712,0.9392713,0.9458518,0.9283664,"(0.91767013, 0.71637404)"
8616,8616,"A brown and white dog is jumping over a red, yellow and white hurdle",A large brown cat is jumping over a red hurdle,0.4499999999999999,0.96129894,0.95402765,0.9777019,0.94636905,"(0.79951364, 0.62963533)"
8617,8617,"A brown and white dog is jumping over a red, yellow and white hurdle",A large brown dog is jumping over a red hurdle,0.75,0.9542275,0.97347355,0.97063714,0.9828496,"(0.9398044, 0.83009505)"
8618,8618,A yellow dog is drinking water from the faucet,A yellow dog is not drinking water from the faucet,0.65,0.9955052,0.9951329,0.9933507,0.9955049,"(0.9836669, 0.8966385)"
8619,8619,The yellow dog is drinking water from a bottle,A yellow dog is not drinking water from the faucet,0.825,0.96604913,0.9543729,0.9708678,0.92628527,"(0.8983884, 0.7651565)"
8620,8620,The yellow dog is drinking water from a container,A yellow dog is drinking water from the faucet,0.725,0.9657059,0.95882714,0.96561146,0.9264793,"(0.9227737, 0.86222607)"
8621,8621,A yellow dog is drinking water from the faucet,The yellow dog is drinking water from a bottle,0.7,0.96991754,0.9589337,0.9757795,0.9359272,"(0.91074383, 0.84842765)"
8622,8622,Adults and children standing and playing in front of steps near a wooded area,Adults and children standing and playing in front of a stair near a wooded area,0.95,0.98332924,0.98374635,0.9950755,0.99009866,"(0.9600472, 0.9380285)"
8623,8623,Adults and children are standing and playing in front of steps near a desert area,Adults and children standing and playing in front of steps near a wooded area,0.65,0.9851873,0.9900262,0.9717804,0.9793091,"(0.7342494, 0.8002073)"
8624,8624,The adults and children are being grouped near an outdoor seating arrangement,The adults and children are being gathered near an outdoor seating arrangement,1.0,0.9970907,0.99193096,0.99714804,0.99362427,"(0.99176955, 0.9734422)"
8625,8625,Adults and children standing and playing in front of steps near a wooded area,The adults and children are being grouped near an outdoor seating arrangement,0.4499999999999999,0.88905984,0.9093182,0.89162445,0.8706482,"(0.6803367, 0.57754457)"
8626,8626,The adults and children are not gathered near an outdoor seating arrangement,Adults and children standing and playing in front of steps near a wooded area,0.475,0.8856587,0.9025906,0.89821863,0.8637874,"(0.6521842, 0.48815876)"
8627,8627,The adults and children are being gathered near an outdoor seating arrangement,Adults and children standing and playing in front of a stair near a wooded area,0.4499999999999999,0.87625897,0.9098309,0.8827424,0.8526671,"(0.65059304, 0.5308801)"
8628,8628,A bride with a white dress is looking down,A bride with a white veil is looking down,0.8587499999999999,0.98611915,0.97964394,0.99324954,0.9779998,"(0.93665963, 0.89754844)"
8629,8629,A bride with a black veil is looking down,A bride with a white veil is looking down,0.625,0.9956167,0.9908737,0.99815595,0.9960172,"(0.9238405, 0.90824926)"
8630,8630,A woman is looking down and is wearing a wedding dress,A woman is looking down and is wearing a wedding veil,0.875,0.992367,0.98950535,0.9913099,0.97784305,"(0.92862403, 0.89016956)"
8631,8631,A bride with a black veil is looking down,A woman is looking down and is wearing a wedding veil,0.7,0.9535922,0.96024656,0.95718455,0.95209295,"(0.919888, 0.87334925)"
8632,8632,A girl has black and orange patches on the cheeks,A girl has colored patches on the cheeks,0.8,0.9851965,0.97797865,0.9926516,0.98435724,"(0.9136261, 0.90538734)"
8633,8633,There is no girl with black and orange patches on the cheeks,A girl has black and orange patches on the cheeks,0.7,0.9799688,0.9816575,0.978099,0.9776063,"(0.9420152, 0.7682065)"
8634,8634,There is no girl with black and orange patches on the cheeks,A girl is standing in a group and is wearing a black shirt and pink beads,0.4,0.9023247,0.9083514,0.9396796,0.9218552,"(0.69153535, 0.30065155)"
8635,8635,A girl has black and orange patches on the cheeks,A girl is standing alone and wears a black shirt and pink beads,0.3249999999999999,0.92236125,0.91909194,0.9414616,0.9358605,"(0.6977455, 0.38043928)"
8636,8636,A girl is standing in a group and is wearing a black shirt and pink beads,A girl has black and orange patches on the cheeks,0.25,0.9113308,0.91266525,0.94172585,0.9373075,"(0.7079664, 0.38433278)"
8637,8637,Two large dogs are frolicking in a grassy field,Two large dogs are frolicking in a field,0.925,0.98789966,0.9935864,0.9907321,0.99292576,"(0.94252443, 0.9332666)"
8638,8638,Two dogs are running through high grass,Two animals are running through high grass,0.95,0.98192596,0.9855665,0.98694414,0.9854373,"(0.97544426, 0.9528452)"
8639,8639,Two large dogs are frolicking in a field,Two dogs are running through high grass,0.725,0.93435085,0.9105735,0.94736314,0.90201926,"(0.7755718, 0.55441535)"
8640,8640,Two dogs are running through high grass,Two large dogs are frolicking in a grassy field,0.7,0.9439766,0.9071638,0.95122755,0.8920678,"(0.8242955, 0.62429005)"
8641,8641,A white dog is running across a rocky landscape,A black dog is running across a rocky landscape,0.675,0.99616325,0.994411,0.99815357,0.9982909,"(0.8341025, 0.7464239)"
8642,8642,A black dog is walking along rocky terrain,A black dog is moving along rocky terrain,0.825,0.99435484,0.99037135,0.9965372,0.9936763,"(0.9893378, 0.9379347)"
8643,8643,A black dog is running across a rocky landscape,A black dog is moving along rocky terrain,0.825,0.98203325,0.97323424,0.98281,0.9762038,"(0.9285355, 0.8285117)"
8644,8644,A black dog is walking along rocky terrain,A white dog is running across a rocky landscape,0.5,0.9778853,0.9651405,0.9803555,0.9762813,"(0.7431077, 0.5328512)"
8645,8645,Some young dirt bikers are getting a dirt bike up a sandy hill,Some young bikers are getting a dirt bike up a sandy hill,0.8500000000000001,0.99366057,0.99419624,0.99506104,0.99590516,"(0.99675024, 0.9948253)"
8646,8646,Some young dirt bikers are getting a dirt bike up a sandy hill,Some old dirt bikers are getting a dirt bike up a sandy hill,0.75,0.9963033,0.99592113,0.99458736,0.99757016,"(0.9630603, 0.8696769)"
8647,8647,A young man is pushing a motocross bike up a dirt hill,Some young bikers are getting a dirt bike up a sandy hill,0.75,0.94752854,0.9518925,0.9348128,0.92176443,"(0.8342278, 0.55499333)"
8648,8648,A young man is pushing a motocross bike up a dirt hill,Some old dirt bikers are getting a dirt bike up a sandy hill,0.575,0.9428358,0.9391353,0.92012036,0.9063937,"(0.79745543, 0.44990337)"
8649,8649,Some young dirt bikers are getting a dirt bike up a sandy hill,A young man is pushing a motocross bike down a dirt hill,0.475,0.9438211,0.9412627,0.9270842,0.90986335,"(0.8272566, 0.53440714)"
8650,8650,A young man and a woman are riding bikes on the boardwalk near the ocean,A middle aged man and woman are riding bikes down a road beside the water,0.55,0.9780961,0.97210735,0.98081815,0.9656606,"(0.81149226, 0.64998865)"
8651,8651,Pedestrians and cars are moving through a traffic jam in a big city,Pedestrians and cars are moving through a traffic jam in the big city,1.0,0.9952848,0.9962692,0.9956933,0.99629056,"(0.9985977, 0.9953215)"
8652,8652,Some people and vehicles are on a crowded street,Pedestrians and cars are moving through a traffic jam in the big city,0.7,0.9363841,0.938749,0.94440293,0.88245046,"(0.7792146, 0.55403376)"
8653,8653,Pedestrians and cars are moving through a traffic jam in a small city,Some people and vehicles are on a crowded street,0.725,0.9369125,0.94005716,0.9459791,0.8735076,"(0.76461595, 0.5356412)"
8654,8654,Some people and vehicles are on a almost empty street,Pedestrians and cars are moving through a traffic jam in a big city,0.4,0.9319825,0.94164664,0.95038587,0.89094937,"(0.7236332, 0.44338384)"
8655,8655,Two brown and white dogs are fighting on a grassy area in front of a tree,Two brown and white dogs are fighting on a grassy area behind a tree,0.8,0.9899623,0.990701,0.9967821,0.99671793,"(0.9882301, 0.98463184)"
8656,8656,Two dogs are playing inside,Two dogs are playing outside,0.675,0.9732624,0.98410845,0.97673976,0.97469485,"(0.8690245, 0.754364)"
8657,8657,Two dogs are playing inside,Two brown and white dogs are fighting on a grassy area in front of a tree,0.4499999999999999,0.8740296,0.8706096,0.9224185,0.84163773,"(0.68267846, 0.41223013)"
8658,8658,Two brown and white dogs are fighting on a grassy area in front of a plant,Two dogs are playing outside,0.7,0.85921264,0.8779962,0.9287715,0.90661645,"(0.76091415, 0.5712278)"
8659,8659,A soccer player is sitting on the field and is drinking water,A soccer player is sitting on the field and is drinking beer,0.475,0.98849785,0.9904101,0.97952765,0.98598796,"(0.8830006, 0.86328363)"
8660,8660,A man is sitting on the grass and drinking from a water bottle,A man is sitting on the lawn and drinking from a water bottle,0.95,0.9919552,0.9931412,0.995976,0.9983058,"(0.96507734, 0.93967736)"
8661,8661,A man is sitting on the grass and drinking from a water bottle,A woman is sitting on the grass and is drinking from a water bottle,0.75,0.98727834,0.98628813,0.9859017,0.9897704,"(0.88492095, 0.74690163)"
8662,8662,A soccer player is sitting on the field and is drinking water,A woman is sitting on the grass and is drinking from a water bottle,0.575,0.94884145,0.9538558,0.95968896,0.97031116,"(0.73392045, 0.5605432)"
8663,8663,A soccer player is sitting on the field and is drinking water,A man is sitting on the grass and drinking from a water bottle,0.675,0.9420005,0.94300634,0.95455354,0.9631745,"(0.78585553, 0.60355556)"
8664,8664,A dog is running on the sea shore,A dog is running on the beach,0.8999999999999999,0.98081166,0.9805176,0.9861866,0.98556113,"(0.86924094, 0.82627684)"
8665,8665,The dog is running through the dry sand,A dog is running on the beach,0.8,0.9143729,0.8833175,0.9304746,0.81303144,"(0.85939497, 0.7181278)"
8666,8666,The dog is running through the wet sand,There is no dog running on the beach,0.35,0.901759,0.86545205,0.9193618,0.8512497,"(0.79721403, 0.48515296)"
